Input Term,Best Match,URI,Similarity Score
leg muscle,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.9528
leg muscles,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.9127
legs and articulations,articulation,http://purl.obolibrary.org/obo/UBERON_0004905,0.7574
legs,leg,http://purl.obolibrary.org/obo/UBERON_0000978,0.8881
leg tissue cysts above ankle,lower leg epithelium,http://purl.obolibrary.org/obo/UBERON_0005229,0.6533
leg ulcer,leg,http://purl.obolibrary.org/obo/UBERON_0000978,0.6461
lens capsule,capsule of lens,http://purl.obolibrary.org/obo/UBERON_0001804,0.9578
lens,lens fiber,http://purl.obolibrary.org/obo/UBERON_0002444,0.7175
lens of eye,lens of camera-type eye,http://purl.obolibrary.org/obo/UBERON_0000965,0.831
lert gill chamber,gill opening,http://purl.obolibrary.org/obo/UBERON_2002057,0.6591
lesion,lesioned,http://purl.obolibrary.org/obo/PATO_0040025,0.6684
lesion on lip,skin of lower lip,http://purl.obolibrary.org/obo/UBERON_0018150,0.7481
lesion rt foreleg,penile spine,http://purl.obolibrary.org/obo/UBERON_0012328,0.5015
lesions,pathological,http://purl.obolibrary.org/obo/PATO_0001869,0.5916
leucocyte (macrophage),macrophage,http://purl.obolibrary.org/obo/CL_0000235,0.7262
lf hleg,hydathode,http://purl.obolibrary.org/obo/PO_0005660,0.4877
lg intesitne,integument,http://purl.obolibrary.org/obo/UBERON_0002199,0.5411
lg intes.,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,matched
lg intestinal ulcer,intestinal lymph node,http://purl.obolibrary.org/obo/UBERON_0037531,0.5716
lg intestinal wall,wall of intestine,http://purl.obolibrary.org/obo/UBERON_0001262,0.697
lg intestine (1,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7027
lg intestine caecum,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6433
lg intestine cecum,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6269
lg intestine-cloaca,intestinal-cloacal junction,http://purl.obolibrary.org/obo/UBERON_0016498,0.6052
lg intestine cyst,intestinal lymph node,http://purl.obolibrary.org/obo/UBERON_0037531,0.6644
lg intestine (encysted),intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6989
lg intestine,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,matched
lg intestine lumen,lumen of intestine,http://purl.obolibrary.org/obo/UBERON_0018543,0.8252
lg intestine mucosa,mucosa of large intestine,http://purl.obolibrary.org/obo/UBERON_0001207,0.7814
lg intestine ulcers,small intestine venule,http://purl.obolibrary.org/obo/UBERON_8410001,0.564
lg intestine wash,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.5872
lg intest,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6465
lg intestne,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6142
lg int,L-tyrosinal(1+),http://purl.obolibrary.org/obo/CHEBI_141668,0.4937
lg-sm int. epithelial cells,epithelial cell,http://purl.obolibrary.org/obo/CL_0000066,0.6391
lg & sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6622
lg vessels of heart,heart blood vessel,http://purl.obolibrary.org/obo/UBERON_0003498,0.7242
ligaments,ligament,http://purl.obolibrary.org/obo/UBERON_0000211,0.9371
ligamentum nuchae,ligament,http://purl.obolibrary.org/obo/UBERON_0000211,0.7154
limb axillae,axillary nerve,http://purl.obolibrary.org/obo/UBERON_0001493,0.749
limb (fallen),limb,http://purl.obolibrary.org/obo/UBERON_0002101,0.7372
limb,limb,http://purl.obolibrary.org/obo/UBERON_0002101,1
limbs,limb,http://purl.obolibrary.org/obo/UBERON_0002101,0.8267
lip,lip,http://purl.obolibrary.org/obo/UBERON_0001833,1
live,alive,http://purl.obolibrary.org/obo/PATO_0001421,0.6608
liver abcesses,liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.7507
liver abscess,liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.616
liver contained eggs,liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.6539
liver cyst,liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.5904
liver (cyst),liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.6381
liver (cysts),liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.6106
liver cysts,subcapsular region of liver,http://purl.obolibrary.org/obo/UBERON_8400024,0.5845
liver ducts,hepatic duct,http://purl.obolibrary.org/obo/UBERON_0005171,0.8894
liver (embedded),liver,http://purl.obolibrary.org/obo/UBERON_0002107,matched
liver (encapsulated),capsule of liver,http://purl.obolibrary.org/obo/UBERON_0016479,0.7644
liver (encysted),liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.7388
liver in body cavity,liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.725
Liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,matched
liver&lung blood,lung blood vessel,http://purl.obolibrary.org/obo/UBERON_0003512,0.6633
liver membrane,membrane organ,http://purl.obolibrary.org/obo/UBERON_0000094,0.7581
liver mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.7405
liver nodules,liver parenchyma,http://purl.obolibrary.org/obo/UBERON_0001280,0.657
liver parenchyma cysts,liver parenchyma,http://purl.obolibrary.org/obo/UBERON_0001280,0.8387
liver parenchyma,liver parenchyma,http://purl.obolibrary.org/obo/UBERON_0001280,1
liver (rarely),liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.7988
livers,liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.8872
liver surface,bare area of liver,http://purl.obolibrary.org/obo/UBERON_0001149,0.7626
liver surface cyst,subcapsular region of liver,http://purl.obolibrary.org/obo/UBERON_8400024,0.6323
liver surface encysted,subcapsular region of liver,http://purl.obolibrary.org/obo/UBERON_8400024,0.6684
liver tubules,liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.6647
liver tumor,liver parenchyma,http://purl.obolibrary.org/obo/UBERON_0001280,0.6562
liver vein,hepatic vein,http://purl.obolibrary.org/obo/UBERON_0001143,0.9321
liver wash,liver paste,http://purl.obolibrary.org/obo/FOODON_00001008,0.666
log,tail,http://purl.obolibrary.org/obo/UBERON_0002415,0.4509
louse abdomen,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,0.6699
lower bowel,lower digestive tract,http://purl.obolibrary.org/obo/UBERON_0004907,0.7266
lower colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,0.7747
lower),down,http://purl.obolibrary.org/obo/PATO_0000365,0.4956
lower eyelid,lower eyelid,http://purl.obolibrary.org/obo/UBERON_0001713,1
lower gut,presumptive gut,http://purl.obolibrary.org/obo/UBERON_0007026,0.6933
lower intestine,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,0.7983
lower jaw tumor,bone of lower jaw,http://purl.obolibrary.org/obo/UBERON_0004768,0.7401
lower lip,lower lip,http://purl.obolibrary.org/obo/UBERON_0001835,1
lt,awn,http://purl.obolibrary.org/obo/PO_0025349,0.5345
lt. axillary space,carapace,http://purl.obolibrary.org/obo/UBERON_0008275,0.5682
lt intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8568
lugamentum nuchae,luvisol,http://purl.obolibrary.org/obo/ENVO_00002248,0.549
lumbar muscles,lumbar nerve,http://purl.obolibrary.org/obo/UBERON_0009624,0.7572
lumbar musculature,lumbar vertebra,http://purl.obolibrary.org/obo/UBERON_0002414,0.7987
lumbar region,lumbar region of vertebral column,http://purl.obolibrary.org/obo/UBERON_0006074,0.8036
lumen of colon,lumen of colon,http://purl.obolibrary.org/obo/UBERON_0007159,1
lumen of heart,lumen of blood vessel,http://purl.obolibrary.org/obo/UBERON_0010161,0.6465
lumen of mid colon,lumen of colon,http://purl.obolibrary.org/obo/UBERON_0007159,0.9526
lung arteries,pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,0.8619
lung arterioles,pulmonary arteriole,http://purl.obolibrary.org/obo/UBERON_8600077,0.8803
Lung | Blood,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.765
lung blood vessels,lung blood vessel,http://purl.obolibrary.org/obo/UBERON_0003512,0.9332
lung bronchi,bronchus,http://purl.obolibrary.org/obo/UBERON_0002185,0.8396
lung bronchioles,respiratory bronchiole,http://purl.obolibrary.org/obo/UBERON_0002188,0.8952
lung cavity,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.8203
lung cysts,lung epithelium,http://purl.obolibrary.org/obo/UBERON_0000115,0.6647
lung (deep tissue),lung connective tissue,http://purl.obolibrary.org/obo/UBERON_0000114,0.8009
lung-diaghragmatic lobe,lobe of lung,http://purl.obolibrary.org/obo/UBERON_0000101,0.8837
lung fat,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.7632
lung heart,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.8144
Lung | Heart | Spleen | Kidney | Serum,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,0.5527
lung (imm),lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.784
Lung | liver | kidney,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.6595
Lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,matched
lung nodules,lung parenchyma,http://purl.obolibrary.org/obo/UBERON_0008946,0.6709
lung or liver,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.7789
lung parenchyma,lung parenchyma,http://purl.obolibrary.org/obo/UBERON_0008946,1
lung prarenchyma,lung primordium,http://purl.obolibrary.org/obo/UBERON_0005597,0.7245
lungs - aveolar spaces,parapharyngeal space,http://purl.obolibrary.org/obo/UBERON_0035618,0.596
lungs (encapsulated),lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.7117
lung(s),lung,http://purl.obolibrary.org/obo/UBERON_0002048,matched
lungs,lung,http://purl.obolibrary.org/obo/UBERON_0002048,matched
lung (sm bronchole),right lung bronchiole,http://purl.obolibrary.org/obo/UBERON_0003538,0.8116
lungs-small bronchioles,respiratory bronchiole,http://purl.obolibrary.org/obo/UBERON_0002188,0.8174
lungs small bronchioles,respiratory bronchiole,http://purl.obolibrary.org/obo/UBERON_0002188,0.8179
lungs (sputum),lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.7309
lung surface,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.7741
lungs (with ant end in tumors),lung endothelium,http://purl.obolibrary.org/obo/UBERON_0013479,0.6426
lung tissue bronchi,bronchus connective tissue,http://purl.obolibrary.org/obo/UBERON_0003592,0.8415
lung tissue (cysts),lung epithelium,http://purl.obolibrary.org/obo/UBERON_0000115,0.7199
lung tissue,lung connective tissue,http://purl.obolibrary.org/obo/UBERON_0000114,0.8781
lung & trachea mucus,tracheal mucosa,http://purl.obolibrary.org/obo/UBERON_0000379,0.7709
lung wall,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.7893
lymphatic & cutaneous tissues,subcutaneous lymph node,http://purl.obolibrary.org/obo/UBERON_0015453,0.7494
LymphaticSystem,lymphangioblast,http://purl.obolibrary.org/obo/CL_0005020,0.8241
lymphatic system,lymphatic part of lymphoid system,http://purl.obolibrary.org/obo/UBERON_0006558,0.8219
lymphatic vessel lf thigh,lymphatic vessel,http://purl.obolibrary.org/obo/UBERON_0001473,0.8568
lymph gland,lymph,http://purl.obolibrary.org/obo/UBERON_0002391,0.8496
lymph glands,lymph,http://purl.obolibrary.org/obo/UBERON_0002391,0.835
lymph glan,lymph,http://purl.obolibrary.org/obo/UBERON_0002391,0.7058
lymph,lymph,http://purl.obolibrary.org/obo/UBERON_0002391,1
lymph node,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,1
lymph node near bronchi,bronchial lymph node,http://purl.obolibrary.org/obo/UBERON_0016481,0.9345
lymph node near stomach,abdominal lymph node,http://purl.obolibrary.org/obo/UBERON_0002507,0.9002
lymph node(s),lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,0.9477
lymph nodes,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,0.9517
mammalian milk,mammalian milk product,http://purl.obolibrary.org/obo/FOODON_03315150,0.9333
mammary gland,mammary gland,http://purl.obolibrary.org/obo/UBERON_0001911,1
mantle cavity,mantle cavity,http://purl.obolibrary.org/obo/UBERON_0006580,matched
mantle cavity wall,mantle cavity,http://purl.obolibrary.org/obo/UBERON_0006580,0.9061
mantle chamb,mantle,http://purl.obolibrary.org/obo/UBERON_0006575,0.7334
mantle,mantle,http://purl.obolibrary.org/obo/UBERON_0006575,1
m ant to f,ant dump,http://purl.obolibrary.org/obo/ENVO_02000174,0.5185
many tissues,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,0.799
marsh),marsh,http://purl.obolibrary.org/obo/ENVO_00000035,0.8451
masseter,masseter muscle,http://purl.obolibrary.org/obo/UBERON_0001597,0.7443
masseter muscle,masseter muscle,http://purl.obolibrary.org/obo/UBERON_0001597,1
masseter muscles,masseter muscle,http://purl.obolibrary.org/obo/UBERON_0001597,0.9644
mastoid,mastoid lymph node,http://purl.obolibrary.org/obo/UBERON_0016392,0.716
mature ovaries,mature ovarian follicle,http://purl.obolibrary.org/obo/UBERON_0003982,0.802
maxillary artery,maxillary artery,http://purl.obolibrary.org/obo/UBERON_0001616,1
mediastinum,mediastinum,http://purl.obolibrary.org/obo/UBERON_0003728,1
meminges,mesoderm,http://purl.obolibrary.org/obo/UBERON_0000926,0.6787
meninges,brain meninx,http://purl.obolibrary.org/obo/UBERON_0003547,matched
mesentaries,mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003104,0.8108
mesenteric arteries,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.9609
mesenteric artery,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,1
mesenteric blood vessels,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.8301
mesenteric branch,branchial mesenchyme,http://purl.obolibrary.org/obo/UBERON_2002172,0.8028
mesenteric circulation,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.7481
mesenteric connective tissue,specialized connective tissue,http://purl.obolibrary.org/obo/UBERON_3000571,0.774
mesenteric conn. tissue,dense mesenchyme tissue,http://purl.obolibrary.org/obo/UBERON_0007524,0.7699
mesenteric cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6913
mesenteric gland,mesenchyme of submandibular gland,http://purl.obolibrary.org/obo/UBERON_0003418,0.7836
mesenteric & hepatic portal,hepatic portal system,http://purl.obolibrary.org/obo/UBERON_0010194,0.7587
mesenteric & liver cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6448
mesenteric lymph gland,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.8923
mesenteric lymph glands,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.8811
mesenteric lymph node cyst,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.8854
mesenteric lymph node,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,1
mesenteric nodules,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.7281
mesenteric vein lg intestine,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.7891
mesenteric vein,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,1
mesenteric veins,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.9477
mesenteric venules,venule,http://purl.obolibrary.org/obo/UBERON_0001979,0.672
mesenteric vessel,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.8095
mesenteric vessels,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.7854
mesenteries around sm intestin,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,0.7855
mesenteries (cysts),mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6628
mesenteries cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6652
mesenteries (encapsulated),intermediate mesenchyme,http://purl.obolibrary.org/obo/UBERON_0005494,0.6723
mesenteries-encysted,mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003104,0.6579
mesenteries (encysted),mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.6718
mesenteries encyst,mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003104,0.681
mesenteries-liver,kidney mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003918,0.6834
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,matched
mesenteries near liver,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.6921
mesenteries of sm intestine,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,0.8096
mesenteries- sm intestine,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,0.8153
mesenteron,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8193
mesentery blood vessel,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.7692
mesentery (cyst),mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6548
mesentery cyst,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6548
mesentery cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6453
mesentery (cysts),mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.648
mesentery (encysted),mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8761
mesentery - genital,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.7647
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,matched
mesentery near liver,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.7185
mesentery serous,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8265
mesen. vein,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.8698
meserenteric arteries,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.7912
mesertery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8488
mes. lymphnode,lymph,http://purl.obolibrary.org/obo/UBERON_0002391,0.7073
mesogela near radial canal,notochordal canal,http://purl.obolibrary.org/obo/UBERON_0013704,0.636
mesoglea (encysted),mesobronchus,http://purl.obolibrary.org/obo/UBERON_0009071,0.6219
messent,barbel,http://purl.obolibrary.org/obo/UBERON_2000622,0.4911
messenteric vein,vein of abdomen,http://purl.obolibrary.org/obo/UBERON_0013126,0.7503
messentery cyst near gizzard,chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.5678
mestentaries,mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003104,0.6501
mes.vein,vein,http://purl.obolibrary.org/obo/UBERON_0001638,0.7869
metartasal joints,metacarpophalangeal joint,http://purl.obolibrary.org/obo/UBERON_0003695,0.766
metatarsal connective tissue,metatarsal bone,http://purl.obolibrary.org/obo/UBERON_0001448,0.7366
metatarsal conn. tissue,metatarsal bone,http://purl.obolibrary.org/obo/UBERON_0001448,0.6904
